PH	OC	Mg	N	P	K	Zn	Fe	Cu	Mn	Sand	Silt	Clay	CaCO3	CEC	Fertility_Class
5.49	1.6	2.24	230	28.75	275	0.35	3.74	0.23	7.96	95.98	15.03	14.99	9.11	12.77	High
5.49	2.63	2.65	292	22.38	246	1.18	3.29	0.87	1.12	85.74	9.8	9.92	6.76	14.79	High
5.49	2.73	4.16	280	40.6	288	0.59	8.69	0.89	1.18	93.38	6.25	10.56	7.94	4.87	High
5.49	1.6	2.24	230	28.75	275	0.35	6.74	0.23	7.96	95.98	15.03	14.99	9.11	12.77	High
5.49	1.6	2.24	230	28.75	275	0.35	3.74	0.23	7.96	95.98	15.03	14.99	9.11	12.77	High
5.49	2.63	2.65	292	22.38	246	1.18	3.29	0.87	1.12	85.74	9.8	9.92	6.76	14.79	High
5.49	2.73	4.16	280	40.6	288	0.59	8.69	0.89	1.18	93.38	6.25	10.56	7.94	4.87	High
5.49	1.6	2.24	130	28.75	175	0.35	5.74	0.23	7.96	75.98	15.03	14.99	9.11	12.77	Moderate
5.49	1.6	2.24	130	28.75	175	0.35	5.74	0.23	7.96	75.98	15.03	14.99	9.11	12.77	Moderate
5.49	1.6	2.24	130	28.75	175	0.35	5.74	0.23	7.96	75.98	15.03	14.99	9.11	12.77	Moderate
5.49	1.6	2.24	130	28.75	175	0.35	5.74	0.23	7.96	75.98	15.03	14.99	9.11	12.77	Moderate
5.5	7.04	2.06	378	30.4	390	0.62	8.1	0.87	5.5	89.5	3.5	7	6.1	4.89	Very High
5.5	1.24	0.81	405	30.5	387	0.67	8.6	0.88	9.2	87.2	17	5.8	12.8	4.87	Very High
5.5	7.04	2.06	378	30.4	390	0.62	8.1	0.87	5.5	89.5	3.5	7	6.1	4.89	Very High
5.5	1.24	0.81	405	30.5	387	0.67	8.6	0.88	9.2	87.2	17	5.8	12.8	4.87	Very High
5.5	7.04	2.06	378	30.4	390	0.62	8.1	0.87	5.5	89.5	3.5	7	6.1	4.89	Very High
5.5	1.24	0.81	405	30.5	387	0.67	8.6	0.88	9.2	87.2	17	5.8	12.8	4.87	Very High
5.5	2.96	3.46	37	16.98	13	0.67	7	0.78	2.4	92.72	7.95	6.31	8.56	15.49	Low
5.5	2.96	3.46	37	16.98	13	0.67	7	0.78	2.4	92.72	7.95	6.31	8.56	15.49	Low
5.5	2.96	0.46	17	13.68	13	0.47	7	0.78	2.4	52.72	7.95	6.31	5.56	5.49	Very Low
5.5	0.84	5.73	236	29.46	235	0.41	6.12	0.78	2.23	98.23	7.7	14.31	7.44	16.13	High
5.5	0.84	5.73	236	29.46	235	0.41	6.12	0.78	2.23	98.23	7.7	14.31	7.44	16.13	High
5.5	4.12	4.8	177	13.74	364	0.24	8.98	0.34	3.58	70.75	5.4	14.34	9.89	5.81	High
5.5	1.77	2.96	234	21.02	235	0.98	8.28	0.29	4.83	85.78	10.67	9.45	6.83	8.24	High
5.51	1.84	4.59	117	59.32	102	1.85	4.27	0.52	3.26	97.46	13.86	8.71	3.89	19.33	High
5.51	1.84	4.59	117	59.32	102	1.85	4.27	0.52	3.26	97.46	13.86	8.71	3.89	19.33	High
5.51	1.84	4.59	117	59.32	102	1.85	4.27	0.52	3.26	97.46	13.86	8.71	3.89	19.33	High
5.52	4.52	6.08	370	25.55	366	0.4	4.18	0.5	1.17	83.24	3.67	11.67	16.75	15.96	Very High
5.52	6.11	2.3	355	46.2	348	1.74	6.7	0.89	2.7	95.5	1.8	10.7	6.21	3.66	Very High
5.52	4.52	6.08	370	25.55	366	0.4	4.18	0.5	1.17	83.24	3.67	11.67	16.75	15.96	Very High
5.52	6.11	2.3	355	46.2	328	1.74	6.7	0.89	2.7	95.5	1.8	10.7	6.21	3.66	Very High
5.52	4.52	6.08	370	25.55	366	0.4	4.18	0.5	1.17	83.24	3.67	11.67	16.75	15.96	Very High
5.52	6.11	2.3	355	46.2	323	1.74	6.7	0.89	2.7	95.5	1.8	10.7	6.21	3.66	Very High
5.52	2.59	3.83	255	12.35	259	0.95	7.4	0.35	4.9	80.99	10.38	8.04	9.48	9.12	High
5.52	3.86	1.16	275	28	243	1.75	4.61	0.85	5.3	89.64	6.23	10.63	4.9	7.95	High
5.52	2.59	3.83	255	12.35	259	0.95	7.4	0.35	4.9	80.99	10.38	8.04	9.48	9.12	High
5.52	3.86	1.16	275	28	243	1.75	4.61	0.85	5.3	89.64	6.23	10.63	4.9	7.95	High
5.52	1.67	5.6	230	28.25	111	0.54	8.64	0.25	2.97	78.31	13.65	14.11	17.92	11.61	High
5.52	0.66	5.77	195	29.25	318	0.6	6.33	0.37	3.32	86.73	10.44	14.16	2.87	9.44	Moderate
5.52	0.66	5.77	195	29.25	318	0.6	6.33	0.37	3.32	86.73	10.44	14.16	2.87	9.44	Moderate
5.53	4.42	5.29	235	24.19	254	0.93	4.29	0.56	4.84	81.5	4.3	10.87	8.46	6.2	High
5.53	4.42	5.29	235	24.19	254	0.93	4.29	0.56	4.84	81.5	4.3	10.87	8.46	6.2	High
5.54	3.88	1.98	247	25.73	182	0.98	3.87	0.95	2.32	70.37	8.42	9.96	9.13	13.61	High
5.55	10.38	3.65	470	8.5	286	0.9	9.4	0.98	5.4	88.4	15.5	12.1	4.64	4.85	Very High
5.55	0.85	8.77	476	17.2	386	0.92	8.6	0.89	8.2	89.5	17.2	13.3	7.57	6.81	Very High
5.55	10.38	3.65	470	8.5	286	0.9	9.4	0.98	5.4	88.4	15.5	12.1	4.64	4.85	Very High
5.55	0.85	8.77	476	17.2	386	0.92	8.6	0.89	8.2	89.5	17.2	13.3	7.57	6.81	Very High
5.55	10.38	3.65	470	8.5	286	0.9	9.4	0.98	5.4	88.4	15.5	12.1	4.64	4.85	Very High
5.55	0.85	8.77	476	17.2	386	0.92	8.6	0.89	8.2	89.5	17.2	13.3	7.57	6.81	Very High
5.55	1.02	5.2	74	17.85	83	0.89	2.92	0.53	1.32	68.14	8.04	7.11	8.01	5.53	Low
5.55	1.02	5.2	74	17.85	83	0.89	2.92	0.53	1.32	68.14	8.04	7.11	8.01	5.53	Low
5.55	0.56	2.02	24	7.85	83	0.89	2.92	0.53	1.32	68.14	8.04	7.11	8.01	5.53	Very Low
5.55	0.68	2.02	24	7.85	83	0.89	2.92	0.53	1.32	68.14	8.04	7.11	8.01	5.53	Very Low
5.55	2.21	2.82	253	24.37	262	1.81	5.23	0.38	2.58	80.39	4.54	12.64	7.19	20.04	High
5.55	1.46	6.18	235	24.11	161	0.81	5.91	0.26	2.18	88.53	4.53	13.86	15.64	23.23	High
5.55	2.21	2.82	253	24.37	262	1.81	5.23	0.38	2.58	80.39	4.54	12.64	7.19	20.04	High
5.55	1.46	6.18	235	24.11	161	0.81	5.91	0.26	2.18	88.53	4.53	13.86	15.64	23.23	High
5.55	2.21	2.82	253	24.37	262	1.81	5.23	0.38	2.58	80.39	4.54	12.64	7.19	20.04	High
5.55	1.46	6.18	235	24.11	161	0.81	5.91	0.26	2.18	88.53	4.53	13.86	15.64	23.23	High
5.56	5.02	1.03	364	55.6	265	0.46	6.2	0.34	6.1	84.5	6.9	12.6	3.53	12.32	Very High
5.56	6.11	2.2	340	19.5	378	1.22	8.3	0.58	6.2	82.4	7.6	10	12.09	3.45	Very High
5.56	5.02	1.03	364	55.6	265	0.46	6.2	0.34	6.1	84.5	6.9	12.6	3.53	12.32	Very High
5.56	6.11	2.2	340	19.5	389	1.22	8.3	0.58	6.2	82.4	7.6	10	12.09	3.45	Very High
5.56	5.02	1.03	364	55.6	265	0.46	6.2	0.34	6.1	84.5	6.9	12.6	3.53	12.32	Very High
5.56	6.11	2.2	340	19.5	379	1.22	8.3	0.58	6.2	82.4	7.6	10	12.09	3.45	Very High
5.56	2.4	1.31	35	12.86	20	0.58	7.78	0.79	4.28	66.17	6.74	10.39	6.73	5.45	Low
5.56	2.4	1.31	35	12.86	20	0.58	7.78	0.79	4.28	66.17	6.74	10.39	6.73	5.45	Low
5.56	2.4	1.31	35	12.86	20	0.58	7.78	0.79	4.28	66.17	6.74	10.39	6.73	5.45	Low
5.56	0.4	1.31	30	7.86	20	0.58	7.78	0.79	4.28	46.17	6.74	10.39	6.73	5.45	Very Low
5.56	3.29	6.23	215	27.43	202	0.56	4.21	0.46	5.22	79.54	8.39	9.04	6.65	10.65	High
5.56	3.41	2.01	292	41.86	246	1.54	3.47	0.62	1.24	86.44	9.41	9.15	18.66	5.69	High
5.56	3.41	2.01	292	41.86	246	1.54	3.47	0.62	1.24	86.44	9.41	9.15	18.66	5.69	High
5.56	3.29	6.23	215	27.43	202	0.56	4.21	0.46	5.22	79.54	8.39	9.04	6.65	10.65	High
5.56	3.41	2.01	292	41.86	246	1.54	3.47	0.62	1.24	86.44	9.41	9.15	18.66	5.69	High
5.56	0.73	3.1	319	26.14	325	0.57	8.83	0.7	1.81	71.41	10.43	9.75	6.45	10.13	Moderate
5.56	0.73	3.1	319	26.14	325	0.57	8.83	0.7	1.81	71.41	10.43	9.75	6.45	10.13	Moderate
5.57	1.38	1.31	416	38.6	335	0.94	8.9	0.86	9.2	89.2	9	11.8	8.38	2.29	Very High
5.57	1.38	1.31	416	38.6	340	0.94	8.9	0.86	9.2	89.2	9	11.8	8.38	2.29	Very High
5.57	1.38	1.31	416	38.6	320	0.94	8.9	0.86	9.2	89.2	9	11.8	8.38	2.29	Very High
5.57	1.61	0.54	126	23.63	129	1.46	5.42	0.97	6.85	74.54	4.38	14.55	4.18	11.49	Moderate
5.57	1.61	0.54	126	23.63	129	1.46	5.42	0.97	6.85	74.54	4.38	14.55	4.18	11.49	Moderate
5.57	1.61	0.54	126	23.63	129	1.46	5.42	0.97	6.85	74.54	4.38	14.55	4.18	11.49	Moderate
5.58	0.64	0.81	336	56.08	266	0.91	3.28	0.54	4.34	86.34	16.27	12.46	13.56	22.82	Very High
5.58	6.04	2.06	289	28.2	146	0.53	5.8	0.98	3.9	80.2	9.5	10.3	8.51	10.94	Very High
5.58	1.77	5.53	488	34.83	178	1.95	3.65	0.36	4.04	87.99	7.85	7.85	12.14	11.32	Very High
5.58	0.64	0.81	336	56.08	266	0.91	3.28	0.54	4.34	86.34	16.27	12.46	13.56	22.82	Very High
5.58	6.04	2.06	289	28.2	146	0.53	5.8	0.98	3.9	80.2	9.5	10.3	8.51	10.94	Very High
5.58	1.77	5.53	488	34.83	178	1.95	3.65	0.36	4.04	87.99	7.85	7.85	12.14	11.32	Very High
5.58	0.64	0.81	336	56.08	266	0.91	3.28	0.54	4.34	86.34	16.27	12.46	13.56	22.82	Very High
5.58	6.04	2.06	289	28.2	146	0.53	5.8	0.98	3.9	80.2	9.5	10.3	8.51	10.94	Very High
5.58	3.24	1.43	478	21.54	210	0.98	7.05	0.49	3.37	74.46	8.95	8.66	8.39	10.47	High
5.59	7.08	2.13	392	33.1	322	0.82	7.8	0.66	6.6	93.1	9.9	9	1.06	12.3	Very High
5.59	7.11	2.18	348	38.5	322	1.28	8.2	0.97	6.5	95.2	8.5	8.3	12	1.4	Very High
5.59	5.21	2.36	395	12	227	0.86	6.2	0.94	4.3	90.1	9.6	8.3	6.38	7.84	Very High
5.59	2.41	4.7	368	18.2	226	0.94	9.6	0.86	8.4	89.2	16.2	10.6	7.28	12.31	Very High
5.59	6.46	5.79	474	20.7	317	1.98	12.9	0.62	2.1	88.3	6.1	5.6	5.23	10.94	Very High
5.59	1.03	6.8	274	44.36	310	1.85	4.52	0.25	3.13	89.26	11.13	11.13	6.46	13.69	Very High
5.59	3.64	5.99	195	49.07	348	0.9	7.12	0.4	3.11	98.17	16.52	8.73	9.84	14.36	Very High
5.59	7.08	2.13	392	33.1	322	0.82	7.8	0.66	6.6	93.1	9.9	9	1.06	12.3	Very High
5.59	7.11	2.18	348	38.5	322	1.28	8.2	0.97	6.5	95.2	8.5	8.3	12	1.4	Very High
5.59	5.21	2.36	395	12	287	0.86	6.2	0.94	4.3	90.1	9.6	8.3	6.38	7.84	Very High
5.59	2.41	4.7	368	18.2	226	0.94	9.6	0.86	8.4	89.2	16.2	10.6	7.28	12.31	Very High
5.59	6.46	5.79	474	20.7	317	1.98	12.9	0.62	2.1	88.3	6.1	5.6	5.23	10.94	Very High
5.59	1.03	6.8	274	44.36	310	1.85	4.52	0.25	3.13	89.26	11.13	11.13	6.46	13.69	Very High
5.59	3.64	5.99	195	49.07	348	0.9	7.12	0.4	3.11	98.17	16.52	8.73	9.84	14.36	Very High
5.59	7.08	2.13	392	33.1	322	0.82	7.8	0.66	6.6	93.1	9.9	9	1.06	12.3	Very High
5.59	7.11	2.18	348	38.5	322	1.28	8.2	0.97	6.5	95.2	8.5	8.3	12	1.4	Very High
5.59	5.21	2.36	395	12	347	0.86	6.2	0.94	4.3	90.1	9.6	8.3	6.38	7.84	Very High
5.59	2.41	4.7	368	18.2	226	0.94	9.6	0.86	8.4	89.2	16.2	10.6	7.28	12.31	Very High
5.59	6.46	5.79	474	20.7	317	1.98	12.9	0.62	2.1	88.3	6.1	5.6	5.23	10.94	Very High
5.59	1.5	3.4	219	25.16	221	1.44	3.67	0.56	1.83	72.1	15	10.07	17.81	10.88	High
5.6	1.05	6.32	357	54.06	352	0.34	6.29	0.54	5.09	83.18	4.88	13.58	4.16	15.52	Very High
5.6	1.05	6.32	357	54.06	352	0.34	6.29	0.54	5.09	83.18	4.88	13.58	4.16	15.52	Very High
5.6	3.96	2.34	11	17.54	17	0.51	3.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Low
5.6	3.96	2.34	11	17.54	17	0.51	3.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Low
5.6	2.96	2.34	11	7.24	17	0.51	3.99	0.67	1.63	56.72	4.34	9.95	7.93	6.14	Very Low
5.6	1.28	2.36	274	25.7	290	0.47	2.33	0.37	7.47	86.15	12.86	14.8	13.67	10.03	High
5.6	1.05	2.72	235	51.76	210	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	High
5.6	2.05	2.72	235	51.76	210	0.53	4.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	High
5.6	1.28	2.36	274	25.7	290	0.47	2.33	0.37	7.47	86.15	12.86	14.8	13.67	10.03	High
5.6	1.05	2.72	235	51.76	210	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	High
5.6	2.05	2.72	235	51.76	210	0.53	4.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	High
5.6	1.28	2.36	274	25.7	290	0.47	2.33	0.37	7.47	86.15	12.86	14.8	13.67	10.03	High
5.6	1.27	1.81	206	15.86	222	1.53	5.52	0.22	2.34	82.83	5.89	9.22	15.43	22.12	Moderate
5.6	3.96	2.34	101	27.64	187	0.51	8.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Moderate
5.6	3.96	2.34	101	27.64	187	0.51	8.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Moderate
5.6	1.27	1.81	206	15.86	222	1.53	5.52	0.22	2.34	82.83	5.89	9.22	15.43	22.12	Moderate
5.6	3.96	2.34	101	27.64	187	0.51	8.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Moderate
5.6	3.96	2.34	101	27.64	187	0.51	8.99	0.67	1.63	86.72	4.34	9.95	7.93	6.14	Moderate
5.6	1.27	1.81	206	15.86	222	1.53	5.52	0.22	2.34	82.83	5.89	9.22	15.43	22.12	Moderate
5.61	2.49	6.74	234	20.11	200	0.72	4.92	0.4	5.59	87.24	5.11	9.08	8.38	18.37	High
5.62	2.47	1.2	367	36.22	121	0.82	7.79	0.78	3.71	77.62	7.93	14.12	10.7	22.79	Very High
5.62	2.47	1.2	367	36.22	121	0.82	7.79	0.78	3.71	77.62	7.93	14.12	10.7	22.79	Very High
5.63	2.04	4.04	17	10.72	11	0.88	3.54	0.55	2.52	35.81	10.72	8.67	9.14	8.87	Low
5.63	2.04	4.04	17	10.72	11	0.88	3.54	0.55	2.52	35.81	10.72	8.67	9.14	8.87	Low
5.63	1.04	2.04	17	10.72	11	0.58	2.54	0.55	2.52	50.81	10.72	8.67	9.14	8.87	Very Low
5.63	1.04	2.04	17	10.72	11	0.58	2.54	0.55	2.52	50.81	10.72	8.67	9.14	8.87	Very Low
5.63	1.98	2.35	257	21.56	234	1.06	8.29	0.92	2.42	72.05	10.16	8.16	9.6	5.54	High
5.63	2.92	3.52	292	25.27	212	0.09	7.52	0.53	1.58	75.99	14.27	12.12	13.91	13.76	High
5.63	2.92	3.52	292	25.27	212	0.09	7.52	0.53	1.58	75.99	14.27	12.12	13.91	13.76	High
5.63	2.36	5.55	275	7.06	140	1.76	4.93	0.98	6.71	74.3	3.47	14.78	8.51	10.24	High
5.63	1.98	2.35	257	21.56	234	1.06	8.29	0.92	2.42	72.05	10.16	8.16	9.6	5.54	High
5.63	2.92	3.52	292	25.27	212	0.09	7.52	0.53	1.58	75.99	14.27	12.12	13.91	13.76	High
5.63	2.04	4.04	197	10.72	112	0.88	3.54	0.55	6.52	90.81	10.72	8.67	9.14	10.87	Moderate
5.63	2.04	4.04	197	10.72	112	0.88	3.54	0.55	6.52	90.81	10.72	8.67	9.14	10.87	Moderate
5.63	2.04	4.04	197	10.72	112	0.88	3.54	0.55	6.52	90.81	10.72	8.67	9.14	10.87	Moderate
5.63	2.04	4.04	197	10.72	112	0.88	3.54	0.55	6.52	90.81	10.72	8.67	9.14	10.87	Moderate
5.63	2.04	4.04	197	10.72	112	0.88	3.54	0.55	6.52	90.81	10.72	8.67	9.14	10.87	Moderate
5.64	9.45	3.77	258	19.7	268	0.31	6.3	0.52	5.7	85.7	5.2	9.1	7.48	16.27	Very High
5.64	2.96	4.99	215	21.46	231	0.75	3.26	0.98	4.49	93.6	13.34	8.18	9.36	4.96	High
5.64	2.96	4.99	215	21.46	231	0.75	3.26	0.98	4.49	93.6	13.34	8.18	9.36	4.96	High
5.64	2.96	4.99	215	21.46	231	0.75	3.26	0.98	4.49	93.6	13.34	8.18	9.36	4.96	High
5.65	0.64	6.53	169	57.83	237	0.39	6.67	0.83	2.91	83.9	17	6.22	14.96	10.01	Very High
5.65	0.64	6.53	169	57.83	237	0.39	6.67	0.83	2.91	83.9	17	6.22	14.96	10.01	Very High
5.65	1.26	2.14	14	10.57	13	0.83	3.46	0.58	4.85	35.55	6.08	8.64	9.49	6.85	Low
5.65	1.26	2.14	14	10.57	13	0.83	3.46	0.58	4.85	35.55	6.08	8.64	9.49	6.85	Low
5.65	1.26	2.14	14	10.57	13	0.83	3.46	0.58	4.85	35.55	6.08	8.64	9.49	6.85	Low
5.65	1.26	2.14	14	8.57	12	0.53	3.46	0.58	4.85	40.55	6.08	8.64	9.49	4.85	Very Low
5.65	1.26	2.14	14	8.57	12	0.53	3.46	0.58	4.85	40.55	6.08	8.64	9.49	4.85	Very Low
5.65	3.83	1.05	368	48.75	177	0.28	6.46	0.65	5.49	71.64	6.43	6.82	19.97	7.76	High
5.65	1.48	3.42	233	42.68	280	0.31	2.9	0.34	6.85	77.52	15.93	13.16	4.4	11.64	High
5.65	2.47	5.48	217	23.54	209	1.73	3.93	0.59	4.3	95	10.24	7.61	7.29	3.3	High
5.65	1.48	3.42	233	42.68	280	0.31	2.9	0.34	6.85	77.52	15.93	13.16	4.4	11.64	High
5.65	2.47	5.48	217	23.54	209	1.73	3.93	0.59	4.3	95	10.24	7.61	7.29	3.3	High
5.65	2.35	1.77	261	17.16	252	0.31	8.1	0.45	5.81	78.03	6.3	11.99	17.36	10.14	High
5.65	3.83	1.05	368	48.75	177	0.28	6.46	0.65	5.49	71.64	6.43	6.82	19.97	7.76	High
5.65	1.48	3.42	233	42.68	280	0.31	2.9	0.34	6.85	77.52	15.93	13.16	4.4	11.64	High
5.65	2.47	5.48	217	23.54	209	1.73	3.93	0.59	4.3	95	10.24	7.61	7.29	3.3	High
5.66	1.15	3.57	46	14.13	19	0.76	3.4	0.29	1.43	67.63	4.98	7.83	9.13	5.31	Low
5.66	1.27	2.85	17	10.6	43	1.77	2.46	0.36	2.05	71.31	15.71	4.63	6.48	5.67	Low
5.66	1.15	3.57	46	14.13	19	0.76	3.4	0.29	1.43	67.63	4.98	7.83	9.13	5.31	Low
5.66	1.27	2.85	17	10.6	43	1.77	2.46	0.36	2.05	71.31	15.71	4.63	6.48	5.67	Low
5.66	1.15	3.57	46	14.13	19	0.76	3.4	0.29	1.43	67.63	4.98	7.83	9.13	5.31	Low
5.66	1.27	1.05	17	10.6	23	0.77	2.46	0.36	2.05	51.31	15.71	4.63	6.48	5.67	Very Low
5.66	1.15	3.57	26	14.13	19	0.76	3.4	0.29	1.43	57.63	4.98	7.83	9.13	5.31	Very Low
5.66	1.27	1.05	17	10.6	23	0.77	2.46	0.36	2.05	51.31	15.71	4.63	6.48	5.67	Very Low
5.66	3.29	3.02	289	28.47	286	0.82	2	0.84	5.14	76.29	10.98	9.78	7.57	5.07	High
5.66	2.78	6.38	258	21.43	221	0.31	3.89	0.69	4.49	94.18	14.26	9.07	9.48	7.36	High
5.66	4.58	6.57	154	28.71	269	1.31	4.96	0.26	3.5	88.02	7.79	6.05	9.18	8.71	High
5.66	1.05	0.58	228	34.8	229	0.42	8.02	0.99	7.23	86.41	12.29	13.36	10.39	7.43	High
5.66	3.29	3.02	289	28.47	286	0.82	2	0.84	5.14	76.29	10.98	9.78	7.57	5.07	High
5.66	2.78	6.38	258	21.43	221	0.31	3.89	0.69	4.49	94.18	14.26	9.07	9.48	7.36	High
5.66	4.58	6.57	154	28.71	269	1.31	4.96	0.26	3.5	88.02	7.79	6.05	9.18	8.71	High
5.66	1.05	0.58	228	34.8	229	0.42	8.02	0.99	7.23	86.41	12.29	13.36	10.39	7.43	High
5.66	3.29	3.02	289	28.47	286	0.82	2	0.84	5.14	76.29	10.98	9.78	7.57	5.07	High
5.66	2.78	6.38	258	21.43	221	0.31	3.89	0.69	4.49	94.18	14.26	9.07	9.48	7.36	High
5.66	1.27	2.85	175	10.6	143	1.77	2.46	0.36	2.05	71.31	15.71	4.63	9.48	10.67	Moderate
5.66	1.27	2.85	175	10.6	143	1.77	2.46	0.36	2.05	71.31	15.71	4.63	9.48	10.67	Moderate
5.66	1.27	2.85	175	10.6	143	1.77	2.46	0.36	2.05	71.31	15.71	4.63	9.48	10.67	Moderate
5.66	1.27	2.85	175	10.6	143	1.77	2.46	0.36	2.05	71.31	15.71	4.63	9.48	10.67	Moderate
5.67	3.35	6.13	484	23.01	290	1.4	7.87	0.29	3.63	92.26	9.08	9.08	13.39	17.56	Very High
5.67	1.7	4.69	411	23	269	0.78	6.51	0.5	2.33	96.03	5.43	10.52	11.31	18.1	Very High
5.67	3.35	6.13	484	23.01	290	1.4	7.87	0.29	3.63	92.26	9.08	9.08	13.39	17.56	Very High
5.67	1.7	4.69	411	23	269	0.78	6.51	0.5	2.33	96.03	5.43	10.52	11.31	18.1	Very High
5.67	0.8	6.19	75	11.36	23	0.82	3.65	0.64	3.16	68.11	4.91	5.04	2.63	7.97	Low
5.67	0.8	6.19	75	11.36	23	0.82	3.65	0.64	3.16	68.11	4.91	5.04	2.63	7.97	Low
5.67	0.8	5.19	25	9.35	13	0.52	2.35	0.24	1.16	48.11	4.91	5.04	2.63	5.47	Very Low
5.67	1.61	1.34	235	19.28	295	1.98	6.65	0.89	6.47	75.62	3.75	12.71	10.08	8.91	High
5.68	3.24	5.01	229	29.32	157	1.17	5.41	0.55	5.1	71.53	8.31	7.41	8.08	7.24	High
5.68	3.24	5.01	229	29.32	157	1.17	5.41	0.55	5.1	71.53	8.31	7.41	8.08	7.24	High
5.68	2.06	3.02	236	31.77	236	0.8	5.54	0.25	5.04	92.15	4.77	14.6	9.16	10.84	High
5.68	3.24	5.01	229	29.32	157	1.17	5.41	0.55	5.1	71.53	8.31	7.41	8.08	7.24	High
5.68	2.54	2.99	231	13.05	145	1.91	7.32	0.72	2.02	71.5	10.58	6.85	8.46	5.56	Moderate
5.68	2.54	2.99	231	13.05	145	1.91	7.32	0.72	2.02	71.5	10.58	6.85	8.46	5.56	Moderate
5.7	0.72	4.9	58	18.86	47	0.45	7.04	0.3	1.91	64.55	8.18	7.81	8.21	5.71	Low
5.7	0.72	4.9	58	18.86	47	0.45	7.04	0.3	1.91	64.55	8.18	7.81	8.21	5.71	Low
5.7	0.72	2.9	28	8.56	27	0.25	5.04	0.3	1.91	44.55	8.18	7.81	8.21	5.71	Very Low
5.7	0.72	2.9	28	8.56	27	0.25	5.04	0.3	1.91	44.55	8.18	7.81	8.21	5.71	Very Low
5.7	3.57	4.88	266	24.28	280	0.85	4.56	0.6	3.73	70.36	8.25	7.14	6.1	8.72	High
5.7	4.07	6.82	278	26.58	175	0.93	4.65	0.38	5.01	79.11	6.17	6.94	8.31	7.81	High
5.7	2.04	3.64	285	26.74	123	0.27	3.65	0.73	7.07	79.93	9.69	8.24	17.59	19.6	High
5.7	3.57	4.88	266	24.28	280	0.85	4.56	0.6	3.73	70.36	8.25	7.14	6.1	8.72	High
5.7	4.07	6.82	278	26.58	175	0.93	4.65	0.38	5.01	79.11	6.17	6.94	8.31	7.81	High
5.7	2.04	3.64	285	26.74	123	0.27	3.65	0.73	7.07	79.93	9.69	8.24	17.59	19.6	High
5.7	2.26	6.65	283	59.88	295	0.23	4.01	0.65	2.73	82.73	3.75	6.4	17.89	8.98	High
5.71	2.06	6.87	185	26.27	109	1.4	8.53	0.52	3.2	91.68	14.62	14.62	11.67	12.57	Very High
5.71	1.4	2.23	385	22.71	147	0.76	6.52	0.67	7.3	90.29	17.21	8.35	5.6	19.19	Very High
5.71	2.06	6.87	185	26.27	109	1.4	8.53	0.52	3.2	91.68	14.62	14.62	11.67	12.57	Very High
5.71	1.4	2.23	385	22.71	147	0.76	6.52	0.67	7.3	90.29	17.21	8.35	5.6	19.19	Very High
5.71	2.77	0.84	218	25.16	254	1.8	7.19	0.23	6.23	82.47	9.77	7.8	15.26	7.35	High
5.71	2.77	0.84	218	25.16	254	1.8	7.19	0.23	6.23	82.47	9.77	7.8	15.26	7.35	High
5.71	2.77	0.84	218	25.16	254	1.8	7.19	0.23	6.23	82.47	9.77	7.8	15.26	7.35	High
5.71	3.19	2.67	368	14.29	129	1.1	5.34	0.72	3.11	93.25	3.23	7.73	7.82	9.35	Moderate
5.71	3.19	2.67	368	14.29	129	1.1	5.34	0.72	3.11	93.25	3.23	7.73	7.82	9.35	Moderate
5.72	1.8	5.92	270	15.04	159	1.87	8.01	0.99	3.31	82.98	8.81	11.81	12.49	22.09	Very High
5.72	1.8	5.92	270	15.04	159	1.87	8.01	0.99	3.31	82.98	8.81	11.81	12.49	22.09	Very High
5.72	2.5	1.48	45	12.3	52	0.49	2.77	0.62	2.19	63.89	7.05	6.03	7.69	5.44	Low
5.72	2.5	1.48	45	12.3	52	0.49	2.77	0.62	2.19	63.89	7.05	6.03	7.69	5.44	Low
5.72	2.5	1.48	25	12.3	22	0.49	2.77	0.62	2.19	53.89	7.05	6.03	7.69	5.44	Very Low
5.72	2.5	1.48	25	12.3	22	0.49	2.77	0.62	2.19	53.89	7.05	6.03	7.69	5.44	Very Low
5.72	2.24	6.57	205	27.13	135	1.51	7.99	0.56	4.19	71.98	5.87	7.71	5.75	8.21	High
5.72	2.88	1.74	276	33.51	373	0.21	8.72	0.64	7.65	92.18	5.28	10.49	7.42	13.02	High
5.72	2.88	1.74	276	23.51	273	0.21	8.72	0.64	7.65	92.18	5.28	10.49	7.42	23.02	High
5.72	2.24	6.57	205	27.13	135	1.51	7.99	0.56	4.19	71.98	5.87	7.71	5.75	8.21	High
5.72	2.88	1.74	276	33.51	373	0.21	8.72	0.64	7.65	92.18	5.28	10.49	7.42	13.02	High
5.72	2.88	1.74	276	23.51	273	0.21	8.72	0.64	7.65	92.18	5.28	10.49	7.42	23.02	High
